2|2573|2668|3
2|2|2669|2
2|5|593|3
2|14|1352|3
2|15|16|2
2|21|2670|3
2|34|2671|2
2|41|2672|2
2|43|7|2
2|46|2673|2
2|54|2674|2
2|58|2675|3
2|61|2488|2
2|70|1342|2
2|75|64|2
2|194|2676|2
2|91|2677|2
2|94|2678|3
2|108|648|2
2|111|1342|2
2|746|2679|3
2|121|117|2
2|769|239|2
2|126|2680|3
2|127|2681|2
2|137|632|2
2|140|632|2
2|146|2682|2
2|154|2610|2
2|164|1420|2
2|171|2683|2
2|191|2684|3
2|2645|2458|2
2|193|2685|2
2|202|968|3
2|1279|2686|2
2|210|398|2
2|219|2687|3
2|221|2688|2
2|223|686|2
2|227|2689|2
2|229|356|3
2|2400|2690|3
2|2287|69|2
2|254|2691|2
2|265|2692|2
2|276|288|2
2|1525|2137|2
2|279|1342|2
2|2698|2693|2
2|294|1714|2
2|1995|2564|2
2|298|1714|2
2|335|2694|2
2|2477|465|2
2|307|313|2
2|309|2695|2
2|318|2696|2
2|326|332|2
2|330|2697|2
2|343|2698|2
2|350|2356|2
2|1543|2699|2
2|362|2700|3
2|365|2701|2
2|1066|2702|2
2|369|2703|2
2|373|374|2
2|380|2704|2
2|383|2705|2
2|387|390|3
2|2666|2706|3
2|401|2707|3
2|402|2693|2
2|743|2708|2
2|411|2709|2
2|417|2710|3
2|421|2711|3
2|423|2712|2
2|424|690|2
2|428|2713|3
2|438|1201|2
2|2869|2714|2
2|453|1342|2
2|457|688|2
2|465|409|3
2|471|2715|2
2|475|2716|2
2|477|2717|2
2|478|2718|2
2|479|2719|2
2|480|2720|2
2|1082|2721|2
2|485|2722|2
2|489|2680|3
2|492|1076|3
2|1084|2298|2
2|503|852|2
2|506|2723|2
2|508|2724|2
2|513|2725|2
2|524|2023|2
2|531|2726|2
2|536|2727|2
2|538|2728|2
2|557|583|2
2|564|2729|2
2|566|601|2
2|567|2730|2
2|570|2731|2
2|573|2732|2
2|587|2733|3
2|589|814|3
2|1053|2734|2
2|592|1520|2
2|594|593|3
2|2045|2735|2
2|2821|2736|3
2|596|2737|2
2|602|596|2
2|603|2738|3
2|604|1216|2
2|611|1216|2
2|612|2739|3
2|613|1956|3
2|849|2740|2
2|629|2741|2
2|991|1984|2
2|1061|21|2
2|655|1783|3
2|663|593|3
2|664|7|2
2|666|2713|3
2|670|7|2
2|675|2742|2
2|688|2677|2
2|2531|1520|2
2|692|680|2
2|695|732|2
2|2516|2743|2
2|696|693|2
2|704|2744|2
2|713|701|2
2|731|2745|2
2|737|721|2
2|741|2746|3
2|236|648|2
2|118|118|2
2|753|2747|2
2|762|2748|2
2|770|2749|2
2|2132|1910|2
2|786|2750|2
2|788|2751|2
2|794|2752|2
2|796|2753|3
2|798|2754|2
2|800|776|2
2|802|1910|2
2|804|2121|3
2|805|2755|2
2|810|2756|2
2|811|2755|2
2|824|2470|2
2|829|2757|2
2|833|2758|2
2|835|2759|2
2|840|2760|2
2|408|2761|2
2|1155|2762|2
2|859|1950|2
2|871|2763|3
2|878|2764|3
2|884|2765|2
2|891|1342|2
2|902|874|2
2|908|2766|3
2|911|872|2
2|913|883|3
2|917|2767|2
2|148|1436|2
2|2574|750|2
2|935|2768|2
2|941|1767|2
2|942|2769|2
2|944|1168|2
2|949|1168|2
2|952|284|3
2|966|943|2
2|971|2770|2
2|976|685|3
2|977|632|2
2|983|2771|3
2|990|2772|2
2|997|2773|2
2|2578|2774|3
2|2430|2775|3
2|74|844|2
2|1005|2776|2
2|1013|844|2
2|1014|2777|3
2|1015|2778|2
2|1016|2779|3
2|1019|1620|2
2|1027|2780|2
2|1028|2781|2
2|2103|2782|2
2|1036|2783|2
2|1042|968|3
2|1049|2784|2
2|1050|238|2
2|1071|2690|3
